order_id,customer_id,product,amount,order_date,status
O00233,C0167,Phone Case,18.3,2023-11-23,refund
O00891,C0015,Notebook,16.38,,COMPLETED
O00695,C0096,Webcam,,13/09/2023,completed
O00063,C0055,Marker Set,,06-02-2023,REFUNDED
O00314,C0045,Tablet Stand,105.93,27/11/2025,Refunded
O00428,C0052,Laptop,,16/10/2025,completed
O00819,C0019,Backpack,79.8,2023-11-29,Pending
O00539,C0094,Phone Case,112.57,2024-02-24,Completed
O00267,C0011,Whiteboard,139.5,21/08/2023,PENDING
O00297,C0147,Earbuds,118.35,2023-10-28,COMPLETED
O00671,C0162,Marker Set,55.45,2024-08-18,refunded
O00795,C0173,Standing Desk,,30/07/2023,cancel
O00159,C0136,Notebook,49.94,2023-07-25,Pending
O00736,C0120,HDMI Cable,,2024-04-04,CANCELLED
O00555,C0007,Pen Set,80.97,09/07/2023,Complete
O00845,C0112,Bluetooth Speaker,181.46,2023-08-17,refund
O00624,C0065,Standing Desk,2002.69,01-13-2025,Completed
O00201,C0069,Tablet Stand,107.79,19/01/2023,COMPLETED
O00930,C0042,Desk Lamp,126.94,07-01-2024,completed
O00455,C0080,Power Bank,,01/03/2023,pending
O00179,C0044,Tablet Stand,94.4,25/08/2023,refunded
O00505,C0179,Pen Set,23.76,06-23-2023,Complete
O00707,C0036,Mouse Pad,62.0,11-02-2023,CANCELLED
O00136,C0099,USB Cable,38.26,2025-05-08,CANCELLED
O00090,C0063,Mouse Pad,32.78,23/05/2025,Cancelled
O00270,C0176,Backpack,60.13,06-10-2025,cancelled
O00449,C0080,Cable Organizer,46.55,11-23-2025,Complete
O00491,C0173,Earbuds,127.98,04/01/2024,completed
O00231,C0085,Notebook,42.84,10/07/2023,COMPLETED
O00468,C0146,Whiteboard,152.93,2024-12-06,Refunded
O00904,C0110,Laptop,4999.94,17/02/2025,Completed
O00919,C0014,Tablet Stand,69.72,2023-08-26,canceled
O00348,C0070,Standing Desk,1998.34,12-29-2023,refund
O00684,C0040,Tablet Stand,78.34,18/02/2024,completed
O00450,C0010,External SSD,492.8,09/01/2023,cancelled
O00141,C0089,Tablet Stand,,02-09-2025,refunded
O00778,C0101,Pen Set,,2025-03-02,pend
O00056,C0056,Mouse Pad,52.29,09-16-2025,completed
O00835,C0092,Chair Mat,45.07,04-02-2025,done
O00387,C0025,Power Bank,100.9,2025-02-20,pend
O00625,C0114,Pen Set,30.73,07/06/2024,Completed
O00092,C0116,Earbuds,244.68,26/02/2024,cancelled
O00212,C0119,Monitor,1396.3,26/05/2023,Refunded
O00369,C0154,Standing Desk,996.7,28/08/2024,cancel
O00681,C0177,Mouse Pad,71.69,15/06/2025,refunded
O00251,C0076,External SSD,238.43,15/11/2025,REFUNDED
O00032,C0056,Earbuds,56.12,05-11-2023,cancelled
O00510,C0159,Wireless Mouse,72.51,12-19-2023,PENDING
O00366,C0180,Standing Desk,498.14,12/12/2024,completed
O00571,C0025,Standing Desk,2503.74,10-08-2023,refunded
O00594,C0127,External SSD,242.32,30/10/2025,REFUNDED
O00421,C0157,Wireless Mouse,167.54,2025-07-14,refunded
O00730,C0072,Whiteboard,134.76,09-12-2024,refunded
O00566,C0008,Monitor,1057.3,01-10-2025,CANCELLED
O00739,C0008,HDMI Cable,75.16,15/11/2024,refunded
O00116,C0180,Cable Organizer,37.71,2023-07-14,cancelled
O00999,C0093,Headphones,597.48,2025-04-27,cancelled
O00634,C0013,Pen Set,70.67,02/07/2023,refund
O00792,C0125,External SSD,117.05,2025-06-15,Pending
O00708,C0100,Bluetooth Speaker,,06-26-2025,cancelled
O00933,C0176,Marker Set,16.29,2024-04-04,PENDING
O00470,C0029,Desk Lamp,40.87,03-18-2025,Cancelled
O00977,C0100,Laptop,5014.53,06-09-2023,done
O00900,C0123,Desk Lamp,127.12,05-22-2024,Refunded
O00499,C0009,Keyboard,89.27,2025-07-02,done
O00264,C0135,Bluetooth Speaker,188.0,23/11/2023,Cancelled
O00360,C0064,Pen Set,53.14,12/02/2024,refunded
O00503,C0086,Whiteboard,139.99,05/07/2023,pend
O00907,C0055,Desk Lamp,161.96,2025-06-01,refunded
O00344,C0180,Surge Protector,28.25,2023-07-15,refunded
O00968,C0040,Monitor,1054.37,2023-05-30,cancel
O00103,C0109,Monitor,702.42,10/07/2025,cancelled
O00584,C0105,Monitor,1048.06,06/10/2023,PENDING
O00812,C0061,Mouse Pad,17.65,12-03-2023,CANCELLED
O00903,C0162,Tablet Stand,50.71,20/03/2023,done
O00863,C0084,Keyboard,399.57,10/02/2023,REFUNDED
O00538,C0132,Whiteboard,152.17,18/01/2025,canceled
O00234,C0124,Earbuds,239.49,,done
O00298,C0133,Pen Set,84.18,2024-08-03,refunded
O00018,C0023,Tablet Stand,125.76,2023-03-18,COMPLETED
O00047,C0172,Standing Desk,1006.96,12/11/2024,completed
O00839,C0169,Marker Set,22.35,02-04-2024,Refunded
O00484,C0067,Marker Set,25.1,09/03/2023,done
O00254,C0147,Whiteboard,191.82,08/08/2024,Refunded
O00501,C0148,Laptop,5012.64,06/09/2025,cancelled
O00002,C0096,Chair Mat,268.42,02-12-2024,Refunded
O00569,C0093,Backpack,176.19,06-07-2023,COMPLETED
O00647,C0011,External SSD,379.69,26/07/2025,done
O00871,C0020,Standing Desk,1501.49,01/12/2023,Pending
O00578,C0152,Wireless Mouse,117.93,16/05/2023,refunded
O00079,C0094,Monitor,1749.95,01-04-2024,completed
O00711,C0031,Whiteboard,,2024-02-26,refund
O00182,C0179,Whiteboard,42.13,04-27-2025,pending
O00862,C0152,Phone Case,87.06,07/06/2025,refunded
O00343,C0151,Mouse Pad,53.31,2023-02-17,Pending
O00439,C0012,Chair Mat,158.98,01-24-2023,PENDING
O00486,C0054,Earbuds,176.33,2023-08-26,Cancelled
O00697,C0173,USB Cable,47.95,11-02-2024,canceled
O00146,C0028,USB Cable,9.1,2025-04-12,Complete
O00467,C0137,Desk Lamp,170.35,02-26-2024,PENDING
O00341,C0108,Tablet Stand,134.24,2023-05-27,Completed
O00727,C0002,Laptop,2005.31,28/09/2025,cancelled
O00171,C0064,Marker Set,12.75,2023-01-03,CANCELLED
O00797,C0052,Keyboard,85.53,2024-11-21,cancelled
O00323,C0064,Desk Lamp,44.96,2024-12-01,COMPLETED
O00737,C0137,External SSD,355.1,06-17-2023,Completed
O00604,C0083,Earbuds,75.2,26/02/2024,pend
O00313,C0156,Wireless Mouse,138.23,08-09-2024,pending
O00489,C0136,Whiteboard,42.42,25/12/2024,Pending
O00516,C0021,Laptop,999.48,04/08/2024,refunded
O00190,C0106,Webcam,291.33,2025-08-26,Cancelled
O00097,C0109,Phone Case,90.85,12-21-2023,PENDING
O00004,C0036,Chair Mat,252.91,09-04-2024,Refunded
O00587,C0174,Notebook,7.3,04/08/2023,cancelled
O00295,C0165,Webcam,138.74,08-31-2023,pend
,,Whiteboard,,,pending
O00209,C0176,Standing Desk,2017.62,04/11/2025,REFUNDED
O00831,C0071,Keyboard,235.71,09-20-2025,completed
O00703,C0029,Monitor,,2023-11-10,canceled
O00951,C0057,Pen Set,41.54,06-08-2023,pend
O00964,C0091,Keyboard,79.47,12/06/2024,cancel
O00970,C0102,Cable Organizer,63.95,11/10/2024,refunded
O00899,C0004,Cable Organizer,28.28,05-29-2025,CANCELLED
O00981,C0054,Headphones,768.83,2025-01-15,PENDING
O00402,C0060,Pen Set,84.37,08/10/2024,REFUNDED
O00415,C0105,Cable Organizer,34.13,03-31-2024,Complete
O00713,C0088,Backpack,125.35,11/10/2024,refunded
O00896,C0035,Pen Set,65.56,11-25-2023,refunded
O00104,C0113,Monitor,700.23,12-19-2024,CANCELLED
O00545,C0034,HDMI Cable,50.47,13/02/2023,completed
O00858,C0046,Wireless Mouse,49.5,2025-06-07,Cancelled
O00245,C0141,Mouse Pad,,03/12/2023,CANCELLED
O00273,C0111,Chair Mat,54.73,01-13-2023,cancelled
O00884,C0043,Earbuds,57.1,2025-10-06,CANCELLED
O00037,C0071,Headphones,145.8,2023-02-02,refunded
O00789,C0032,Notebook,19.87,29/10/2024,Pending
O00889,C0139,Cable Organizer,18.24,,refund
O00756,C0045,Chair Mat,251.1,27/12/2023,completed
O00748,C0080,Earbuds,314.34,09-24-2024,canceled
O00255,C0028,Laptop,3998.59,14/02/2024,COMPLETED
O00052,C0149,Surge Protector,114.34,16/04/2024,Completed
O00112,C0055,HDMI Cable,48.04,09-25-2023,pend
O00925,C0166,Desk Lamp,42.74,03-18-2025,cancelled
O00532,C0012,Wireless Mouse,133.3,05-21-2025,refunded
O00776,C0003,HDMI Cable,48.47,04-06-2025,pend
O00543,C0049,External SSD,116.99,2024-08-13,Pending
O00283,C0064,Bluetooth Speaker,361.88,10/11/2024,canceled
O00609,C0160,Mouse Pad,59.75,02-08-2023,COMPLETED
O00181,C0048,External SSD,121.57,08/04/2024,done
O00805,C0129,Earbuds,60.81,12/09/2023,CANCELLED
O00194,C0069,Surge Protector,122.08,2025-06-23,CANCELLED
O00955,C0062,Webcam,89.41,2025-09-17,cancelled
O00199,C0151,Standing Desk,1503.58,06-13-2024,cancelled
O00433,C0010,Keyboard,243.04,19/05/2023,cancelled
O00392,C0147,Surge Protector,36.69,03-27-2025,done
O00832,C0016,Webcam,81.62,2023-03-27,completed
O00101,C0138,Desk Lamp,94.5,10-11-2025,refund
O00379,C0180,Whiteboard,197.03,01-05-2024,pend
O00280,C0019,Desk Lamp,41.26,24/09/2025,Completed
O00452,C0164,Headphones,449.98,15/10/2024,Pending
O00055,C0172,Wireless Mouse,35.3,2024-04-18,completed
O00342,C0081,Chair Mat,162.73,20/03/2025,canceled
O00521,C0176,HDMI Cable,59.37,2023-03-30,PENDING
O00641,C0002,Webcam,360.44,03-19-2025,REFUNDED
O00515,C0149,Wireless Mouse,57.48,,refunded
O00407,C0107,Bluetooth Speaker,448.77,05/11/2024,Complete
O00155,C0166,Desk Lamp,165.26,2023-05-05,done
O00698,C0117,Monitor,712.77,2023-06-17,done
O00442,C0173,HDMI Cable,74.89,2025-09-13,REFUNDED
O00363,C0029,Bluetooth Speaker,363.07,07-19-2024,Completed
O00087,C0124,Monitor,1055.37,08-26-2023,PENDING
O00564,C0150,Desk Lamp,168.94,2023-02-24,PENDING
O00122,C0099,Notebook,26.82,07-21-2024,REFUNDED
O00272,C0143,Keyboard,415.49,14/04/2025,Cancelled
O00892,C0103,Notebook,3.52,06-23-2023,done
O00878,C0073,Standing Desk,1510.16,16/12/2023,Cancelled
O00893,C0106,Monitor,1395.13,2024-05-27,canceled
O00488,C0122,Webcam,148.24,14/08/2024,pend
O00770,C0140,Headphones,449.89,09-11-2024,Pending
O00274,C0150,Wireless Mouse,33.93,08-16-2024,cancelled
O00192,C0122,Webcam,205.48,12/09/2024,refunded
O00848,C0134,Whiteboard,234.72,01-19-2023,pend
O00798,C0057,Monitor,,2025-11-15,pend
O00721,C0138,Backpack,,08-09-2025,COMPLETED
O00113,C0175,Cable Organizer,12.14,2025-07-30,COMPLETED
O00110,C0104,Mouse Pad,48.34,20/07/2025,completed
O00808,C0072,Chair Mat,58.01,2024-08-13,pend
O00151,C0176,Tablet Stand,34.55,2023-06-03,Complete
O00105,C0043,Power Bank,84.6,05-02-2023,Pending
O00720,C0022,Tablet Stand,125.04,02-03-2025,Completed
O00315,C0133,Marker Set,28.36,2025-01-06,COMPLETED
O00169,C0157,Bluetooth Speaker,447.55,11-09-2024,canceled
O00922,C0168,Webcam,358.72,27/03/2024,refund
O00849,C0038,Desk Lamp,87.48,2024-08-03,pending
O00071,C0027,USB Cable,9.67,15/11/2025,cancelled
O00692,C0051,Desk Lamp,35.91,09-16-2023,PENDING
O00787,C0118,Pen Set,38.44,2023-03-31,COMPLETED
O00208,C0100,Surge Protector,37.57,24/01/2024,Completed
O00526,C0125,Wireless Mouse,118.58,2025-07-20,done
O00636,C0053,Headphones,452.17,24/09/2023,Complete
O00823,C0004,Monitor,361.1,03-25-2025,cancelled
O00693,C0055,Keyboard,408.74,,REFUNDED
O00373,C0012,USB Cable,36.82,2025-09-21,refund
O00225,C0108,Monitor,1762.92,2023-08-22,Complete
O00134,C0015,HDMI Cable,74.12,07-30-2023,refunded
O00109,C0148,Tablet Stand,85.67,06-04-2023,cancelled
O00517,C0178,USB Cable,18.56,11/07/2025,COMPLETED
O00158,C0082,Power Bank,65.71,2024-07-29,refunded
O00672,C0132,Earbuds,318.33,2025-09-26,Refunded
O00465,C0084,Standing Desk,515.54,2025-04-11,Cancelled
O00931,C0012,Monitor,1752.37,,Completed
O00784,C0071,Headphones,169.77,03-28-2025,Refunded
O00527,C0118,Surge Protector,66.78,19/02/2024,refund
O00722,C0001,Wireless Mouse,121.79,17/02/2025,Complete
O00605,C0043,Power Bank,109.05,10-14-2025,cancelled
O00214,C0105,Earbuds,238.54,2024-01-05,COMPLETED
O00349,C0112,Mouse Pad,62.69,2024-04-10,canceled
O00765,C0109,Pen Set,63.88,06-05-2024,cancelled
O00926,C0037,Keyboard,321.09,2025-04-04,done
O00193,C0179,Whiteboard,64.3,09-07-2024,pend
O00857,C0027,Whiteboard,94.39,2023-12-11,refunded
O00480,C0147,Surge Protector,89.5,26/08/2024,PENDING
O00979,C0173,Backpack,,2025-07-11,refund
O00687,C0106,Backpack,258.76,2025-01-10,completed
O00014,C0089,External SSD,373.65,07-09-2024,done
O00854,C0073,Desk Lamp,92.51,2023-07-19,refund
O00062,C0112,Tablet Stand,84.12,07-15-2023,Completed
O00507,C0165,Desk Lamp,168.31,2025-07-09,pending
O00745,C0117,Mouse Pad,45.67,01-26-2023,refund
O00080,C0119,Marker Set,23.94,22/05/2023,done
O00928,C0064,Cable Organizer,17.68,2023-01-28,refunded
O00663,C0077,Chair Mat,263.05,07-10-2025,pend
O00676,C0107,Whiteboard,149.87,11-28-2023,cancelled
O00249,C0046,Marker Set,44.29,01/08/2023,pend
O00572,C0106,Chair Mat,97.54,2024-03-28,REFUNDED
O00940,C0108,Standing Desk,2008.43,16/04/2024,CANCELLED
O00085,C0028,Laptop,1001.46,11-28-2025,refund
O00304,C0179,Mouse Pad,48.7,19/02/2025,refund
O00744,C0117,Pen Set,66.84,27/07/2023,completed
O00960,C0129,Mouse Pad,71.23,30/11/2024,pend
O00992,C0045,Pen Set,46.9,07-23-2023,Refunded
O00495,C0076,External SSD,130.96,20/07/2024,pend
O00861,C0032,HDMI Cable,75.57,09/09/2025,refunded
O00938,C0072,USB Cable,13.07,27/02/2025,CANCELLED
O00502,C0139,Bluetooth Speaker,94.6,2025-09-14,canceled
O00678,C0078,Bluetooth Speaker,188.9,04/01/2025,COMPLETED
O00490,C0086,Webcam,225.03,12/03/2025,Completed
O00592,C0161,USB Cable,,20/05/2023,COMPLETED
O00247,C0087,Monitor,1396.12,10/09/2023,refund
O00802,C0027,Marker Set,59.73,18/12/2023,pend
O00993,C0031,Tablet Stand,139.56,06-16-2024,pend
O00872,C0174,Backpack,128.38,07-05-2024,Complete
O00685,C0063,HDMI Cable,47.14,28/06/2024,CANCELLED
O00458,C0025,External SSD,372.08,11/08/2025,Completed
O00653,C0084,Surge Protector,138.18,02/08/2024,cancelled
O00424,C0178,Tablet Stand,62.94,08-22-2023,canceled
O00599,C0097,Power Bank,119.13,2023-05-06,done
O00152,C0166,External SSD,237.28,2024-11-10,cancel
O00870,C0077,Headphones,310.03,05/01/2025,CANCELLED
O00965,C0167,USB Cable,29.28,14/01/2025,done
O00825,C0151,Desk Lamp,173.77,2023-07-02,canceled
O00472,C0093,Backpack,122.19,,completed
O00935,C0110,Mouse Pad,45.96,11-04-2023,PENDING
O00971,C0055,Marker Set,33.82,15/11/2023,Complete
O00759,C0034,Headphones,308.29,10-13-2024,Completed
O00716,C0026,Chair Mat,105.3,2025-02-08,Completed
O00277,C0003,Standing Desk,,03-18-2025,cancelled
O00389,C0163,Cable Organizer,60.31,10-15-2024,pend
O00782,C0034,Standing Desk,,2024-02-27,PENDING
O00752,C0042,Monitor,1416.86,2025-10-12,Completed
O00338,C0089,Laptop,3997.99,02-12-2024,REFUNDED
O00271,C0176,USB Cable,16.47,2023-06-29,Pending
O00844,C0058,Earbuds,296.57,02-20-2025,REFUNDED
O00312,C0024,USB Cable,58.11,12/05/2023,cancelled
O00050,C0067,Notebook,47.02,19/08/2025,canceled
O00114,C0113,External SSD,139.79,09-28-2023,Pending
O00045,C0085,Tablet Stand,43.05,07-09-2023,Complete
O00266,C0122,Standing Desk,497.86,05-07-2024,Completed
O00054,C0044,USB Cable,57.16,05-01-2023,cancelled
O00763,C0046,Chair Mat,158.11,10/10/2025,Cancelled
O00995,C0021,Earbuds,235.59,07-18-2025,canceled
O00551,C0089,USB Cable,36.18,2024-09-09,Cancelled
O00378,C0146,Tablet Stand,58.94,08-05-2023,cancel
O00762,C0170,Power Bank,34.18,08/11/2025,cancel
O00196,C0104,USB Cable,,2024-01-30,Completed
O00091,C0162,Phone Case,50.99,03-01-2023,Complete
O00175,C0087,Power Bank,192.28,06-02-2025,CANCELLED
O00232,C0030,Pen Set,71.02,02-28-2025,CANCELLED
O00950,C0041,Webcam,78.03,09-14-2023,pending
O00742,C0033,Wireless Mouse,116.33,2025-06-03,pending
O00869,C0156,Standing Desk,2500.2,2023-04-02,done
O00886,C0002,Marker Set,48.52,05-15-2024,Refunded
O00108,C0180,USB Cable,18.64,05-21-2024,done
O00143,C0060,Mouse Pad,60.48,06-23-2023,done
O00011,C0072,Standing Desk,1500.59,01/09/2024,refunded
O00781,C0018,External SSD,,31/10/2024,refunded
O00230,C0110,Surge Protector,25.36,2023-04-04,COMPLETED
O00030,C0126,Keyboard,,09-28-2023,refund
O00851,C0127,Desk Lamp,156.43,11-09-2023,Completed
O00633,C0166,Power Bank,87.65,11/02/2024,COMPLETED
O00908,C0094,Chair Mat,147.76,24/09/2023,canceled
O00989,C0079,Backpack,115.08,,canceled
O00657,C0100,HDMI Cable,54.05,15/05/2025,CANCELLED
O00783,C0111,Marker Set,34.93,09-27-2024,cancel
O00466,C0084,HDMI Cable,12.25,2023-01-01,cancel
O00714,C0026,Standing Desk,1002.11,2023-07-03,CANCELLED
O00306,C0105,Webcam,135.12,01-15-2023,Refunded
O00937,C0039,Cable Organizer,34.99,2025-09-06,CANCELLED
O00049,C0102,Bluetooth Speaker,452.99,08-12-2025,PENDING
O00628,C0130,Keyboard,245.49,31/10/2024,pending
O00830,C0113,Tablet Stand,122.68,13/06/2023,refunded
O00321,C0175,External SSD,616.5,2024-06-12,Completed
O00570,C0025,Power Bank,78.57,08/09/2024,canceled
O00082,C0150,Pen Set,72.62,05-06-2025,canceled
O00948,C0074,Monitor,696.48,12-22-2023,Cancelled
O00355,C0164,External SSD,606.27,2025-10-04,done
O00772,C0089,Pen Set,67.51,25/01/2023,done
O00325,C0128,Surge Protector,56.85,2024-06-27,Completed
O00846,C0049,Surge Protector,37.31,03/10/2024,completed
O00309,C0106,Standing Desk,2507.01,17/09/2025,refund
O00741,C0025,Tablet Stand,109.43,2023-05-05,cancelled
O00426,C0044,Chair Mat,266.73,2023-11-29,pending
O00098,C0036,Phone Case,76.02,2025-01-05,Complete
O00482,C0074,HDMI Cable,13.16,23/07/2024,Pending
O00072,C0091,Standing Desk,509.91,2025-02-27,Cancelled
O00017,C0105,Tablet Stand,106.9,11/08/2024,pending
O00894,C0077,Notebook,41.26,2024-07-05,cancel
O00346,C0022,Tablet Stand,102.69,04/08/2024,done
O00041,C0170,Mouse Pad,29.32,12-25-2023,REFUNDED
O00541,C0091,Webcam,361.96,10/05/2023,refunded
O00547,C0141,External SSD,482.56,2024-09-19,Completed
O00038,C0153,Wireless Mouse,129.9,2023-04-10,Cancelled
O00413,C0153,Bluetooth Speaker,192.16,2025-09-03,refunded
O00135,C0059,Surge Protector,135.01,2023-01-26,canceled
O00929,C0139,Surge Protector,100.29,13/10/2023,cancel
O00473,C0037,Surge Protector,123.41,2023-10-06,CANCELLED
O00005,C0137,HDMI Cable,77.44,24/01/2025,CANCELLED
O00590,C0128,Webcam,359.79,30/03/2025,Cancelled
O00803,C0162,Marker Set,47.91,30/09/2023,pend
O00660,C0176,Desk Lamp,88.06,04-08-2023,pending
O00019,C0010,Pen Set,51.62,,refund
O00292,C0163,Webcam,219.44,02-10-2025,refund
O00022,C0076,Earbuds,119.37,10/04/2025,cancelled
O00591,C0125,Mouse Pad,34.65,08/09/2023,Completed
O00243,C0088,Notebook,21.4,11-10-2024,refunded
O00913,C0112,Keyboard,325.44,2025-10-28,Pending
O00606,C0138,Headphones,451.6,2025-04-03,cancelled
O00335,C0108,HDMI Cable,49.87,11-24-2025,refunded
O00616,C0169,Standing Desk,,2025-09-22,cancelled
O00176,C0041,Wireless Mouse,33.27,04-18-2025,REFUNDED
O00464,C0140,Marker Set,17.31,2025-09-23,cancel
O00128,C0107,Backpack,237.02,09/11/2023,cancelled
O00123,C0154,Power Bank,177.07,02-24-2023,Complete
O00841,C0120,Phone Case,98.84,2024-05-08,cancelled
O00282,C0178,Earbuds,129.12,09/10/2024,pend
O00048,C0055,Headphones,163.66,05-11-2024,Complete
O00511,C0025,External SSD,599.22,2023-08-06,Completed
O00506,C0036,Wireless Mouse,55.61,03/05/2024,REFUNDED
O00822,C0067,Power Bank,158.57,05-21-2024,COMPLETED
O00051,C0081,Backpack,69.05,2023-10-26,refund
O00202,C0154,Laptop,2001.29,09-17-2024,Pending
O00943,C0076,External SSD,255.86,2025-05-12,Completed
O00328,C0071,HDMI Cable,49.59,27/07/2024,refund
O00833,C0097,Power Bank,194.62,22/09/2025,CANCELLED
O00326,C0159,Notebook,26.45,06-10-2023,refunded
O00446,C0081,Marker Set,10.78,01/05/2024,PENDING
O00775,C0054,External SSD,,10-12-2023,PENDING
O00699,C0122,Headphones,596.91,04-04-2025,Cancelled
O00432,C0028,Backpack,119.01,30/12/2023,canceled
O00662,C0129,Laptop,1013.5,09/01/2024,CANCELLED
O00588,C0031,USB Cable,44.98,07-28-2023,COMPLETED
O00077,C0167,Power Bank,72.49,16/02/2024,Cancelled
O00688,C0133,Keyboard,83.45,03/12/2023,pending
O00827,C0001,Monitor,364.33,05-03-2025,CANCELLED
O00623,C0079,Laptop,4995.82,04-22-2023,Completed
O00734,C0071,Headphones,169.79,06-01-2024,cancel
O00285,C0138,Headphones,463.31,2023-06-04,completed
O00575,C0088,Phone Case,55.69,2024-03-31,done
O00936,C0090,Monitor,1067.88,06-27-2024,completed
O00974,C0022,USB Cable,11.84,13/07/2025,Pending
O00540,C0139,Monitor,1413.39,03-05-2024,pend
O00218,C0058,Marker Set,29.77,10-27-2025,cancelled
O00617,C0081,Power Bank,121.65,13/04/2025,cancelled
O00291,C0100,HDMI Cable,,2024-10-25,Refunded
O00395,C0094,Notebook,15.0,19/02/2023,canceled
O00068,C0116,HDMI Cable,33.88,2025-06-03,Cancelled
O00576,C0177,Bluetooth Speaker,268.1,10/06/2023,refunded
O00239,C0126,Chair Mat,103.25,2025-11-04,Cancelled
O00330,C0118,Monitor,1756.45,01-25-2023,refund
O00815,C0040,HDMI Cable,29.04,20/06/2023,done
O00582,C0002,Surge Protector,46.1,30/08/2025,COMPLETED
O00477,C0029,Earbuds,259.0,26/07/2024,Refunded
O00219,C0012,Desk Lamp,126.37,22/11/2024,done
O00337,C0066,HDMI Cable,21.24,09/01/2025,Pending
O00939,C0124,Marker Set,46.0,10-11-2023,Cancelled
O00012,C0082,HDMI Cable,53.98,14/07/2024,REFUNDED
O00705,C0073,Headphones,315.46,09-08-2023,pending
O00917,C0117,Mouse Pad,61.42,08-29-2024,refunded
O00010,C0118,Standing Desk,1508.63,06-25-2024,Completed
O00126,C0100,Earbuds,244.1,,cancelled
O00322,C0174,Marker Set,32.98,12-24-2024,Pending
O00799,C0144,Tablet Stand,60.6,20/03/2025,Complete
O00149,C0067,Phone Case,38.79,2024-05-26,done
O00877,C0045,Mouse Pad,45.69,07-15-2023,refund
O00381,C0096,Backpack,255.61,05-07-2024,Cancelled
O00673,C0005,Backpack,,04/05/2025,canceled
O00221,C0055,Surge Protector,37.73,01-20-2025,pending
O00075,C0020,Notebook,36.58,10-12-2025,cancel
O00252,C0081,Marker Set,55.76,08-18-2024,done
O00367,C0177,Pen Set,52.08,22/03/2023,REFUNDED
O00191,C0037,Power Bank,186.97,21/03/2025,pending
O00810,C0156,Pen Set,67.99,2023-01-13,cancelled
O00912,C0033,Headphones,608.72,12/12/2024,refunded
O00331,C0026,Chair Mat,160.29,2024-06-22,pend
O00952,C0168,Tablet Stand,115.64,01-30-2025,Pending
O00185,C0174,Power Bank,67.99,2023-12-21,Complete
O00976,C0124,HDMI Cable,87.17,13/06/2025,refund
O00973,C0055,Wireless Mouse,76.68,16/05/2025,COMPLETED
O00408,C0168,USB Cable,58.48,10/10/2023,Refunded
O00361,C0134,Whiteboard,96.8,01/10/2024,pending
O00544,C0029,Marker Set,25.39,16/02/2023,REFUNDED
O00661,C0132,Monitor,1755.57,02/06/2024,cancelled
O00847,C0080,Wireless Mouse,158.34,17/05/2025,done
O00619,C0135,Webcam,297.07,08/09/2023,refund
O00301,C0028,Laptop,2008.05,2025-05-09,COMPLETED
O00420,C0049,Desk Lamp,164.91,08/08/2024,PENDING
O00601,C0092,Backpack,176.38,04-25-2024,cancelled
O00260,C0151,Standing Desk,2499.86,01/02/2024,cancelled
O00524,C0152,Earbuds,185.45,2024-10-29,pend
O00035,C0046,Standing Desk,2008.18,2024-04-01,PENDING
O00172,C0043,Backpack,257.0,2025-02-07,refund
O00461,C0033,Mouse Pad,17.13,08/08/2023,cancelled
O00066,C0099,Cable Organizer,46.74,06-10-2023,canceled
O00840,C0147,Marker Set,40.74,28/06/2023,REFUNDED
O00648,C0032,Notebook,6.08,12-11-2023,Pending
O00383,C0153,Laptop,4998.33,14/01/2023,Complete
O00362,C0141,Mouse Pad,13.32,11/02/2024,Complete
O00581,C0149,Cable Organizer,24.21,2024-07-31,REFUNDED
O00961,C0075,Notebook,46.35,2025-03-04,cancelled
O00440,C0066,Keyboard,242.48,2023-01-13,pend
O00393,C0035,HDMI Cable,74.9,02-06-2024,Refunded
O00622,C0140,Backpack,252.03,24/10/2023,canceled
O00111,C0024,Surge Protector,122.83,05-10-2023,CANCELLED
O00638,C0061,Power Bank,157.64,,done
O00327,C0158,Laptop,5018.9,01-30-2025,refund
O00836,C0007,Power Bank,51.72,24/05/2024,refunded
O00279,C0158,Webcam,137.85,04-22-2023,REFUNDED
O00766,C0076,External SSD,603.74,08-10-2025,CANCELLED
O00611,C0158,Cable Organizer,82.33,05-03-2023,cancel
O00434,C0075,HDMI Cable,28.03,11-05-2024,Complete
O00457,C0051,Marker Set,41.91,08-11-2025,cancel
O00905,C0057,Chair Mat,206.94,16/04/2023,canceled
O00444,C0143,Standing Desk,500.2,2024-12-25,Pending
O00500,C0168,Tablet Stand,43.31,2024-06-29,Cancelled
O00740,C0062,Chair Mat,65.53,2024-04-29,cancel
O00211,C0057,Notebook,25.59,09/11/2024,PENDING
O00814,C0021,Notebook,28.4,05-15-2025,CANCELLED
O00170,C0082,Phone Case,35.53,,Complete
O00320,C0148,Webcam,299.11,13/05/2024,cancel
O00602,C0177,Keyboard,237.83,2024-10-29,CANCELLED
O00785,C0085,Earbuds,246.47,06/07/2023,cancel
O00813,C0046,Power Bank,72.56,17/02/2024,refunded
O00598,C0147,HDMI Cable,69.02,25/04/2023,refund
O00106,C0153,Standing Desk,1003.07,08-15-2024,Refunded
O00403,C0023,Phone Case,47.5,2023-02-14,Refunded
O00288,C0024,Pen Set,46.52,12-06-2023,COMPLETED
O00735,C0001,Backpack,76.34,13/04/2025,Refunded
O00909,C0151,Mouse Pad,64.24,03-06-2024,refunded
O00867,C0077,Notebook,29.24,2023-01-01,Refunded
